message,label
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",ham
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",spam
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham
Just come home. I don't want u to be miserable,ham
Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam
Why didn't u call on your lunch?,ham
Get me out of this dump heap. My mom decided to come to lowes. BORING.,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..",ham
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,ham
Hello madam how are you ?,ham
Hope youåÕre not having too much fun without me!! see u tomorrow love jess x,ham
Anytime lor...,ham
He's just gonna worry for nothing. And he won't give you money its no use.,ham
So i'm doing a list of buyers.,ham
I just lov this line: \Hurt me with the truth,ham
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,ham
"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",ham
"Yeah I should be able to, I'll text you when I'm ready to meet up",ham
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,ham
"I didnt get ur full msg..sometext is missing, send it again",ham
Big brotherÛ÷s really scraped the barrel with this shower of social misfits,ham
Same to u...,ham
It means u could not keep ur words.,ham
on a Tuesday night r u 4 real,ham
I am not having her number sir,ham
That depends. How would you like to be treated? :),ham
Merry christmas to u too annie!,ham
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,ham
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham
Yay can't wait to party together!,ham
"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",ham
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham
Nothing. Can...,ham
Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam
WHORE YOU ARE UNBELIEVABLE.,ham
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",ham
Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.,spam
Ok lor.,ham
Lol! Oops sorry! Have fun. ,ham
Ok enjoy . R u there in home.,ham
I'm now but have to wait till 2 for the bus to pick me.,ham
"Ok., is any problem to u frm him? Wats matter?",ham
Life style garments account no please.,ham
After the drug she will be able to eat.,ham
"Tick, tick, tick ... Babe",ham
Bognor it is! Should be splendid at this time of year.,ham
Detroit. The home of snow. Enjoy it.,ham
Still in the area of the restaurant. Ill try to come back soon,ham
U 2.,ham
I am taking you for italian food. How about a pretty dress with no panties? :),ham
money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,spam
I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,ham
In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,ham
Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,ham
Are you coming to day for class.,ham
And pls pls drink plenty plenty water,ham
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",ham
Thx. All will be well in a few months,ham
ÌÏ takin linear algebra today?,ham
"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",spam
And of course you should make a stink!,ham
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
I will vote for wherever my heart guides me,ham
Free any day but i finish at 6 on mon n thurs...,ham
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,ham
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham
Wake me up at  &lt;#&gt;  am morning:),ham
You in your room? I need a few,ham
Ok i'm coming home now.,ham
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",ham
"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",ham
I've told him that i've returned it. That should i re order it.,ham
Huh y lei...,ham
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,ham
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,ham
MMM ... Fuck .... Merry Christmas to me,ham
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham
I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,ham
Match started.india  &lt;#&gt;  for 2,ham
Just normal only here :),ham
FROM 88066 LOST å£12 HELP,spam
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,spam
"Haven't seen my facebook, huh? Lol!",ham
R u here yet? I'm wearing blue shirt n black pants.,ham
A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611 ,spam
Ok. I only ask abt e movie. U wan ktv oso?,ham
Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",spam
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ham
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham
"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",ham
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,ham
But i dint slept in afternoon.,ham
"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",ham
Have a good trip. Watch out for . Remember when you get back we must decide about easter.,ham
Adult 18 Content Your video will be with you shortly,spam
Okie,ham
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",ham
Lol u still feeling sick?,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam
You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
Can... I'm free...,ham
Ok. C u then.,ham
"Call me. I m unable to cal. Lets meet bhaskar, and deep",ham
A bloo bloo bloo I'll miss the first bowl,ham
Every day i use to sleep after  &lt;#&gt;  so only.,ham
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam
S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham
Ok lor.,ham
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",ham
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,ham
That's significant but dont worry.,ham
I want snow. It's just freezing and windy.,ham
"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",ham
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam
So the sun is anti sleep medicine.,ham
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,ham
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",ham
Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821,spam
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham
Ok lor... Or u wan me go look 4 u?,ham
I'm at home. Please call,ham
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,spam
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam
Call me when you get the chance plz &lt;3,ham
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,ham
K k:) sms chat with me.,ham
"Sorry, I'll call later",ham
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham
"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",spam
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham
"Loan for any purpose å£500 - å£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
Yep then is fine 7.30 or 8.30 for ice age.,ham
